experiment	harvest_year	treatment	start_date	end_date	type	operations
W/RN/3	1988	barley second test crop	02-Mar-88		diary record	"nematicide applied Carbofuran at 7.5 kg, PK applied (0:24:24) at 260 kg, spiked harrowed with crumbler attached, seed sown"
W/RN/3	1988	barley second test crop	07-Mar-88		diary record	N treatment applied
W/RN/3	1988	barley second test crop	06-May-88		diary record	"Clopyralid, bromoxynil and mecoprop applied Clopyralid at 0.07 kg, bromoxynil at 0.34 kg with mecoprop at 2.5 kg in 220 l"
W/RN/3	1988	barley second test crop	27-May-88		diary record	Fungicide applied Tridemorph at 0.52 kg in 220 l.
W/RN/3	1988	barley second test crop	18-Aug-88		diary record	combine harvested
W/RN/3	1989	grass ley and clover grass ley first year	29-Nov-88		diary record	Magnesian limestone applied at 5.0 tonnes
W/RN/3	1989	grass ley and clover grass ley first year	14-Dec-88		diary record	ploughed
W/RN/3	1989	grass ley and clover grass ley first year	12-May-89		diary record	"PK (0:18:36) at 420 kg, N applied N at 76 kg to grass ley and 50 kg to clover grass as 'Nitram'"
W/RN/3	1989	grass ley and clover grass ley first year	15-May-89		diary record	"rotary harrowed with crumbler attached, rolled, spiked harrowed with crumbler attached, seed sown, rolled"
W/RN/3	1989	grass ley and clover grass ley first year	11-Jul-89		diary record	topped
W/RN/3	1989	grass ley and clover grass ley first year	20-Nov-89		diary record	cut
W/RN/3	1989	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	29-Nov-88		diary record	"Magnesian limestone applied, fifth and sixth year only at 5.0 tonnes"
W/RN/3	1989	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	12-Dec-88		diary record	topped
W/RN/3	1989	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	29-Dec-88		diary record	Corrective K applied to four year only
W/RN/3	1989	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	13-Mar-89		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to grass/clover ley K20 at 54 kg as muriate of potash"
W/RN/3	1989	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	16-Jun-89		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to grass/clover ley K20 at 54 kg as muriate of potash"
W/RN/3	1989	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	05-Jun-89		diary record	cut
W/RN/3	1989	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	20-Nov-89		diary record	cut
W/RN/3	1989	barley first and second treatment crop	29-Nov-88		diary record	Magnesian limestone applied to first treatment only 5 tonnes
W/RN/3	1989	barley first and second treatment crop	15-Dec-88		diary record	ploughed
W/RN/3	1989	barley first and second treatment crop	08-Mar-89		diary record	NPK applied (20:10:10) at 400 kg.
W/RN/3	1989	barley first and second treatment crop	14-Mar-89		diary record	"rotary harrowed with crumbler attached, seed sown"
W/RN/3	1989	barley first and second treatment crop	19-May-89		diary record	weedkiller applied bromoxynil at 0.24 kg and clopyralid at 0.05 kg with mecoprop at 2.1 kg in 220 l.
W/RN/3	1989	barley first and second treatment crop	05-Jun-89		diary record	Fungicides applied propiconazole at 0.12 kg with Tridemorph at 0.52 kg in 220 l
W/RN/3	1989	barley first and second treatment crop	16-Aug-89		diary record	combine harvested
W/RN/3	1989	winter beans third treatment crop	22-Nov-88		diary record	"PK applied (9:24:24) at 170 kg., seed broadcast"
W/RN/3	1989	winter beans third treatment crop	23-Nov-88		diary record	ploughed
W/RN/3	1989	winter beans third treatment crop	29-Nov-88		diary record	weedkiller applied Simazine at 0.85 kg in 220 l.
W/RN/3	1989	winter beans third treatment crop	17-May-89		diary record	Deltamathrin applied Deltamathrin at 0.062 kg in 220 l
W/RN/3	1989	winter beans third treatment crop	22-Jun-89		diary record	pirimicarb applied pirimicarb at 0.14 kg in 220 l
W/RN/3	1989	winter beans third treatment crop	22-Aug-89		diary record	combine harvested
W/RN/3	1989	fallow first and second treatment year	29-Nov-88		diary record	"Magnesian limestone applied, first year only at 5 tonnes"
W/RN/3	1989	fallow first and second treatment year	15-Dec-88		diary record	ploughed
W/RN/3	1989	fallow first and second treatment year	15-May-89		diary record	spring-tine cultivated
W/RN/3	1989	fallow first and second treatment year	28-Jun-89		diary record	spring-tine cultivated
W/RN/3	1989	fallow first and second treatment year	11-Jul-89		diary record	shallow cultivated with thistle bar
W/RN/3	1989	fallow first and second treatment year	02-Aug-89		diary record	shallow cultivated with thistle bar
W/RN/3	1989	winter wheat first test crop	19-Oct-88		diary record	glyphosate applied glyphosate at 1.4 kg in 220 l
W/RN/3	1989	winter wheat first test crop	28-Oct-88		diary record	ploughed
W/RN/3	1989	winter wheat first test crop	31-Oct-88		diary record	"PK applied (0:24:24) at 260 kg, carbofuran applied Carbofuran at 7.5 kg, spring-tine cultivated with crumbler attached, seed sown"
W/RN/3	1989	winter wheat first test crop	29-Dec-88		diary record	Corrective K applied
W/RN/3	1989	winter wheat first test crop	18-Apr-89		diary record	N applied
W/RN/3	1989	winter wheat first test crop	28-Apr-89		diary record	"bromoxynil, clopyralid and mecoprop applied bromoxynil at 0.34 kg and clopyralid at 0.07 kg with mecoprop at 2.5 kg in 220 l."
W/RN/3	1989	winter wheat first test crop	17-May-89		diary record	"Carbendazim, prochloraz and growth regulator applied Carbendazim at 0.15 kg and prochloraz at 0.40 kg with Chlormequat chloride at 1.6 kg in 220 l"
W/RN/3	1989	winter wheat first test crop	22-May-89		diary record	manganese applied manganese at 0.096 kg Mn as a Folicur spray in 220 l.
W/RN/3	1989	winter wheat first test crop	05-Jun-89		diary record	propiconazole applied propiconazole at 0.12 kg in 220 l
W/RN/3	1989	winter wheat first test crop	03-Jul-89		diary record	"Fenpropimorph, carbendazim and maneb applied Fenpropimorph at 0.75 kg with carbendazim at 0.25 kg and maneb at 1.6 kg in 220 l."
W/RN/3	1989	winter wheat first test crop	07-Aug-89		diary record	combine harvested
W/RN/3	1989	barley second test crop	29-Nov-88		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1989	barley second test crop	15-Dec-88		diary record	ploughed
W/RN/3	1989	barley second test crop	08-Mar-89		diary record	PK applied (0:24:24) at 260 kg.
W/RN/3	1989	barley second test crop	14-Mar-89		diary record	"Carbofuran applied Carbofuran at 7.5 kg, rotary harrowed with crumbler attached, seed sown"
W/RN/3	1989	barley second test crop	20-Mar-89		diary record	N applied
W/RN/3	1989	barley second test crop	19-May-89		diary record	weedkiller applied bromoxynil at 0.24 kg and clopyralid at 0.05 kg with mecoprop at 2.1 kg in 220 l.
W/RN/3	1989	barley second test crop	05-Jun-89		diary record	Fungicides applied propiconazole at 0.12 kg with Tridemorph at 0.52 kg in 220 l.
W/RN/3	1989	barley second test crop	16-Aug-89		diary record	combine harvested
W/RN/3	1990	grass ley and clover grass ley first year	31-Aug-89		diary record	ploughed
W/RN/3	1990	grass ley and clover grass ley first year	01-Sep-89		diary record	rolled
W/RN/3	1990	grass ley and clover grass ley first year	06-Sep-89		diary record	PK applied (0:18:36) at 420 kg
W/RN/3	1990	grass ley and clover grass ley first year	07-Sep-89		diary record	"rotary cultivated with crumbler attached, seed sown"
W/RN/3	1990	grass ley and clover grass ley first year	02-Mar-90		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 54 kg"
W/RN/3	1990	grass ley and clover grass ley first year	15-Jun-90		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 54 kg"
W/RN/3	1990	grass ley and clover grass ley first year	06-Jun-90		diary record	cut
W/RN/3	1990	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	16-Feb-90		diary record	Corrective K applied to four year only
W/RN/3	1990	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	02-Mar-90		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 54 kg"
W/RN/3	1990	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	45-June-1990		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 54 kg"
W/RN/3	1990	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	06-Mar-90		diary record	PK applied (0:18:36) at 420 kg
W/RN/3	1990	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	06-Jun-90		diary record	cut
W/RN/3	1990	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years			diary record	chalk at 5.0 t to fifth year only
W/RN/3	1990	barley first and second treatment crop	05-Mar-90		diary record	ploughed
W/RN/3	1990	barley first and second treatment crop	07-Mar-90		diary record	"NPK applied (20:10:10) at 400 kg., rotary harrowed with crumbler attached, seed sown and harrowed"
W/RN/3	1990	barley first and second treatment crop	23-May-90		diary record	weedkiller applied bromoxynil at 0.24 kg and clopyralid at 0.05 kg with mecoprop at 1.7 kg in 220 l.
W/RN/3	1990	barley first and second treatment crop	24-May-90		diary record	Fungicide applied Fenpropimorph at 0.75 kg in 220 l
W/RN/3	1990	barley first and second treatment crop	02-Aug-90		diary record	combine harvested
W/RN/3	1990	winter beans third treatment crop	14-Sep-89		diary record	subsoiled with vibrating tines 50 cm apart and 40 cm deep
W/RN/3	1990	winter beans third treatment crop	19-Sep-89		diary record	PK applied (0:24:24) at 170 kg
W/RN/3	1990	winter beans third treatment crop	11-Oct-89		diary record	disced twice
W/RN/3	1990	winter beans third treatment crop	13-Oct-89		diary record	seed broadcast by drill then ploughed
W/RN/3	1990	winter beans third treatment crop	14-Oct-89		diary record	rolled
W/RN/3	1990	winter beans third treatment crop	15-Oct-89		diary record	weedkiller applied Propyzamide at 0.85 kg with simazine at 0.85 kg in 220 l.
W/RN/3	1990	winter beans third treatment crop	05-Apr-90		diary record	Mn applied Mn at 0.19 kg in 220 l
W/RN/3	1990	winter beans third treatment crop	30-Apr-90		diary record	Mn applied Mn at 0.096 kg in 220 l
W/RN/3	1990	winter beans third treatment crop	23-Apr-90		diary record	Deltamathrin at 7.5 g in 220 l 
W/RN/3	1990	winter beans third treatment crop	18-May-90		diary record	Deltamathrin at 7.5 g in 220 l 
W/RN/3	1990	winter beans third treatment crop	11-Jul-90		diary record	Fungicide applied Fenpropimorph at 0.75 kg in 220 l.
W/RN/3	1990	winter beans third treatment crop	10-Aug-90		diary record	combine harvested
W/RN/3	1990	fallow first and second treatment year	05-Mar-90		diary record	ploughed
W/RN/3	1990	fallow first and second treatment year	09-May-90		diary record	spring-tine cultivated
W/RN/3	1990	fallow first and second treatment year	21-Jun-90		diary record	cultivated with thistle bar
W/RN/3	1990	winter wheat first test crop	01-Sep-89		diary record	glyphosate applied glyphosate at 1.4 kg in 220 l
W/RN/3	1990	winter wheat first test crop	13-Sep-89		diary record	subsoiled with vibrating tines 50 cm apart and 40 cm deep
W/RN/3	1990	winter wheat first test crop	15-Sep-89		diary record	disced twice
W/RN/3	1990	winter wheat first test crop	19-Sep-89		diary record	"PK applied (0:24:24) at 260 kg., ploughed"
W/RN/3	1990	winter wheat first test crop	25-Sep-89		diary record	"Carbofuran applied Carbofuran at 7.5 kg, rotary harrowed with crumbler attached"
W/RN/3	1990	winter wheat first test crop	26-Sep-89		diary record	seed sown
W/RN/3	1990	winter wheat first test crop	16-Feb-90		diary record	Corrective K applied
W/RN/3	1990	winter wheat first test crop	23-Mar-90		diary record	N treatment applied
W/RN/3	1990	winter wheat first test crop	24-Apr-90		diary record	"remaining weedkiller applied bromoxynil at 0.34 kg and clopyralid at 0.07 kg, with isoproturon at 2.1 kg and with fluroxypyr at 0.15 kg in 220 l."
W/RN/3	1990	winter wheat first test crop	22-May-90		diary record	Fungicides applied propiconazole at 0.12 kg with chlorothalonil at 0.50 kg in 300 l.
W/RN/3	1990	winter wheat first test crop	07-Aug-90		diary record	combine harvested
W/RN/3	1990	barley second test crop	16-Jan-90		diary record	Chalk applied at 5 t
W/RN/3	1990	barley second test crop	05-Mar-90		diary record	ploughed
W/RN/3	1990	barley second test crop	06-Mar-90		diary record	PK applied (0:24:24) at 260 kg.
W/RN/3	1990	barley second test crop	07-Mar-90		diary record	"Carbofuran applied Carbofuran at 7.5 kg, power harrowed with crumbler attached, seed sown and harrowed"
W/RN/3	1990	barley second test crop	14-Mar-90		diary record	N treatment applied
W/RN/3	1990	barley second test crop	23-May-90		diary record	weedkiller applied bromoxynil at 0.24 kg and clopyralid at 0.05 kg with mecoprop at 1.7 kg in 220 l.
W/RN/3	1990	barley second test crop	24-May-90		diary record	Fungicide applied Fenpropimorph at 0.75 kg in 220 l.
W/RN/3	1990	barley second test crop	02-Aug-90		diary record	combine harvested
W/RN/3	1991	spring barley first and second treatment crops	21-Aug-90		diary record	ploughed
W/RN/3	1991	spring barley first and second treatment crops	20-Mar-91		diary record	ploughed
W/RN/3	1991	spring barley first and second treatment crops	22-Mar-91		diary record	"N P and K applied(20:10:10) at 400 kg, rotary harrowed, seed sown"
W/RN/3	1991	spring barley first and second treatment crops	24-May-91		diary record	weedkiller and Fungicide applied Metsulfuron-methyl at 6.0 g applied with tridemorph at 0.26 kg in 200 l.
W/RN/3	1991	spring barley first and second treatment crops	14-Aug-91		diary record	combine harvested
W/RN/3	1991	winter beans third treatment crop	28-Sep-90		diary record	P and K applied (0:24:24) at 170 kg.
W/RN/3	1991	winter beans third treatment crop	23-Oct-90		diary record	"disced, seed broadcast, ploughed"
W/RN/3	1991	winter beans third treatment crop	21-Nov-90		diary record	weedkiller applied Simazine at 0.14 kg and triatazine at 0.97 kg in 220 l.
W/RN/3	1991	winter beans third treatment crop	10-Jul-91		diary record	Fungicide and insecticide applied Chlorothalonil at 1.5 kg applied with pirimicarb at 0.14 kg in 300 l.
W/RN/3	1991	winter beans third treatment crop	03-Sep-91		diary record	combine harvested
W/RN/3	1991	fallow first and second treatment year	21-Aug-90		diary record	ploughed first year only
W/RN/3	1991	fallow first and second treatment year	23-Oct-90		diary record	disced second year only
W/RN/3	1991	fallow first and second treatment year	20-Mar-91		diary record	ploughed
W/RN/3	1991	fallow first and second treatment year	05-Jul-91		diary record	rotary cultivated
W/RN/3	1991	winter wheat first test crop	22-Aug-90		diary record	glyphosate applied glyphosate at 0.36 kg in 220 l
W/RN/3	1991	winter wheat first test crop	20-Sep-90		diary record	subsoiled with tines l.5 m apart and 0.40 m deep
W/RN/3	1991	winter wheat first test crop	21-Sep-90		diary record	"rolled, disced and ploughed"
W/RN/3	1991	winter wheat first test crop	28-Sep-90		diary record	"PK (0:24:24) at 260 kg, carbofuran applied Carbofuran at 7.5 kg, rotary harrowed with crumbler attached, seed sown"
W/RN/3	1991	winter wheat first test crop	08-Nov-90		diary record	"Diflufenican, isoproturon and deltamathrin applied Diflufenican at 0.10 kg and isoproturon at 1.0 kg applied with deltamathrin at 5.0 g in 220 l."
W/RN/3	1991	winter wheat first test crop	13-Mar-91		diary record	Corrective K applied
W/RN/3	1991	winter wheat first test crop	02-Apr-91		diary record	N treatment applied
W/RN/3	1991	winter wheat first test crop	24-Apr-91		diary record	Fenpropimorph at 0.38 kg in 210 l.
W/RN/3	1991	winter wheat first test crop	20-Jun-91		diary record	Fenpropimorph at 0.38 kg with chlorothalonil at 0.49 kg and flutriafol at 0.078 kg in 300 l.
W/RN/3	1991	winter wheat first test crop	12-Aug-91		diary record	desiccant applied glyphosate at 1.4 kg in 200 l
W/RN/3	1991	winter wheat first test crop	21-Aug-91		diary record	combine harvested
W/RN/3	1991	grass ley and clover grass ley first year	21-Aug-90		diary record	ploughed
W/RN/3	1991	grass ley and clover grass ley first year	28-Aug-90		diary record	"N at 75 kg to grass ley as 'Nitram', N at 54 kg to clover grass ley as 'Nitro-chalk', P and K applied to grass ley (0:16:36) at 470 kg."
W/RN/3	1991	grass ley and clover grass ley first year	29-Aug-90		diary record	"rotary harrowed with crumbler attached, seed sown, rolled"
W/RN/3	1991	grass ley and clover grass ley first year	25-Mar-91		diary record	"spring manures applied NK (25:0:16) at 300 kg, K20 at 54 kg"
W/RN/3	1991	grass ley and clover grass ley first year	04-Jun-91		diary record	cut
W/RN/3	1991	grass ley and clover grass ley first year	11-Jun-91		diary record	Produce removed
W/RN/3	1991	grass ley and clover grass ley first year	19-Jun-91		diary record	"second manures applied NK (25:0:16) at 300 kg to grass ley , K20 at 54 kg to clover grass ley"
W/RN/3	1991	grass ley and clover grass ley first year	09-Sep-91		diary record	cut
W/RN/3	1991	grass ley and clover grass ley first year	17-Sep-91		diary record	Produce removed
W/RN/3	1991	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	19-Aug-90		diary record	Magnesian limestone applied to fifth year only
W/RN/3	1991	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	22-Mar-91		diary record	"spring manures applied PK (0:16:36) at 470 kg to grass ley, K20 at 54 kg to clover grass ley"
W/RN/3	1991	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	04-Jun-91		diary record	cut
W/RN/3	1991	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	11-Jun-91		diary record	Produce removed
W/RN/3	1991	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	19-Jun-91		diary record	"second manures applied NK (25:0:16) at 300 kg, K20 at 54 kg  to clover grass ley"
W/RN/3	1991	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	09-Sep-91		diary record	cut
W/RN/3	1991	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	17-Sep-91		diary record	Produce removed
W/RN/3	1991	barley second test crop	19-Aug-90		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1991	barley second test crop	23-Jan-91		diary record	ploughed
W/RN/3	1991	barley second test crop	15-Mar-91		diary record	"PK (0:24:24) at 260 kg, carbofuran applied Carbofuran at 7.5 kg, rotary harrowed, seed sown"
W/RN/3	1991	barley second test crop	18-Mar-91		diary record	N treatment applied
W/RN/3	1991	barley second test crop	26-May-91		diary record	weedkiller and Fungicide applied Metsulfuron-methyl at 6.0 g applied with tridemorph at 0.26 kg in 200 l.
W/RN/3	1991	barley second test crop	14-Aug-91		diary record	combine harvested
